Age,Attrition,Department,Education,EmployeeId,JobRole,JobSatisfaction,MonthlyIncome,OverTime,YearsAtCompany
28,No,Research & Development,Medical,1121,Manufacturing Director,2,7655,No,9
46,No,Sales,Marketing,1124,Manager,3,17465,No,12
38,No,Sales,Marketing,1125,Sales Executive,2,7351,No,1
43,No,Research & Development,Life Sciences,1126,Manufacturing Director,1,10820,No,8
39,Yes,Research & Development,Life Sciences,1127,Healthcare Representative,4,12169,No,18
40,No,Research & Development,Medical,1128,Research Director,3,19626,No,20
21,No,Research & Development,Technical Degree,1131,Research Scientist,2,2070,Yes,2
39,No,Research & Development,Life Sciences,1132,Laboratory Technician,2,6782,No,5
36,No,Research & Development,Life Sciences,1133,Manufacturing Director,4,7779,No,11
31,No,Sales,Life Sciences,1135,Sales Representative,4,2791,No,2
28,No,Research & Development,Life Sciences,1136,Research Scientist,2,3201,No,5
35,No,Sales,Marketing,1137,Sales Executive,4,4968,No,5
49,No,Sales,Technical Degree,1138,Sales Executive,2,13120,No,9
34,No,Research & Development,Life Sciences,1140,Manufacturing Director,3,4033,No,3
29,No,Research & Development,Life Sciences,1143,Research Scientist,2,3291,No,7
42,No,Research & Development,Medical,1148,Laboratory Technician,4,4272,No,1
29,No,Research & Development,Medical,1150,Manufacturing Director,4,5056,Yes,10
38,No,Human Resources,Human Resources,1152,Human Resources,3,2844,No,7
28,No,Research & Development,Life Sciences,1154,Research Scientist,3,2703,Yes,3
18,Yes,Research & Development,Medical,1156,Laboratory Technician,3,1904,No,0
33,Yes,Sales,Marketing,1157,Sales Executive,1,8224,Yes,5
41,No,Research & Development,Life Sciences,1158,Laboratory Technician,4,4766,Yes,1
31,Yes,Research & Development,Medical,1160,Laboratory Technician,3,2610,No,2
37,No,Research & Development,Medical,1161,Healthcare Representative,4,5731,No,6
27,No,Research & Development,Life Sciences,1162,Research Scientist,3,2539,No,4
34,No,Sales,Life Sciences,1163,Sales Executive,3,5714,No,6
35,No,Human Resources,Technical Degree,1164,Human Resources,3,4323,No,5
29,Yes,Sales,Life Sciences,1165,Sales Executive,1,7336,No,11
40,No,Research & Development,Medical,1166,Research Director,3,13499,No,18
42,Yes,Sales,Life Sciences,1167,Sales Executive,1,13758,Yes,21
42,No,Sales,Marketing,1171,Sales Executive,1,5155,No,6
35,No,Research & Development,Medical,1172,Laboratory Technician,3,2258,No,8
24,No,Research & Development,Medical,1173,Laboratory Technician,2,3597,No,4
28,Yes,Research & Development,Life Sciences,1175,Laboratory Technician,4,2515,Yes,1
26,No,Research & Development,Medical,1177,Laboratory Technician,4,4420,No,8
30,No,Sales,Marketing,1179,Sales Executive,3,6578,No,10
40,No,Research & Development,Medical,1180,Research Scientist,4,4422,Yes,1
35,No,Research & Development,Life Sciences,1182,Manufacturing Director,2,10274,No,7
34,No,Research & Development,Medical,1184,Healthcare Representative,1,5343,No,13
35,No,Research & Development,Other,1185,Laboratory Technician,4,2376,No,2
43,Yes,Sales,Marketing,1188,Sales Executive,3,5346,No,4
32,No,Sales,Life Sciences,1190,Sales Representative,1,2827,No,1
56,No,Research & Development,Technical Degree,1191,Manager,1,19943,No,5
29,No,Research & Development,Medical,1192,Laboratory Technician,4,3131,No,10
19,No,Research & Development,Life Sciences,1193,Research Scientist,1,2552,No,1
45,No,Research & Development,Medical,1195,Research Scientist,3,4477,Yes,3
37,No,Research & Development,Life Sciences,1196,Manufacturing Director,4,6474,No,14
20,No,Research & Development,Life Sciences,1198,Laboratory Technician,3,3033,No,2
44,Yes,Research & Development,Life Sciences,1200,Research Scientist,3,2936,Yes,6
53,No,Research & Development,Medical,1201,Manager,3,18606,No,7
29,No,Research & Development,Life Sciences,1202,Research Scientist,4,2168,Yes,5
22,Yes,Research & Development,Life Sciences,1203,Research Scientist,4,2853,Yes,0
46,No,Sales,Marketing,1204,Manager,1,17048,No,26
44,No,Research & Development,Life Sciences,1206,Research Scientist,3,2290,No,0
33,No,Human Resources,Human Resources,1207,Human Resources,3,3600,No,5
41,Yes,Research & Development,Life Sciences,1210,Research Scientist,1,2107,No,1
30,No,Sales,Life Sciences,1211,Sales Executive,1,4115,No,4
40,No,Sales,Medical,1212,Sales Executive,2,4327,No,0
50,No,Research & Development,Medical,1215,Manager,1,17856,No,2
28,No,Research & Development,Medical,1216,Laboratory Technician,1,3196,No,6
46,No,Research & Development,Life Sciences,1217,Research Director,2,19081,No,4
35,No,Sales,Life Sciences,1218,Sales Executive,1,8966,Yes,7
24,Yes,Research & Development,Life Sciences,1219,Laboratory Technician,2,2210,No,1
33,No,Sales,Medical,1220,Sales Executive,3,4539,No,10
36,No,Research & Development,Life Sciences,1221,Laboratory Technician,3,2741,No,7
30,No,Research & Development,Life Sciences,1224,Laboratory Technician,3,3491,No,10
44,No,Research & Development,Other,1225,Research Scientist,4,4541,No,20
20,No,Sales,Marketing,1226,Sales Representative,4,2678,No,2
46,No,Research & Development,Technical Degree,1228,Manufacturing Director,4,7379,No,6
42,No,Human Resources,Medical,1231,Human Resources,1,6272,No,4
60,No,Sales,Marketing,1233,Sales Executive,4,5220,Yes,11
32,No,Research & Development,Other,1234,Laboratory Technician,2,2743,No,2
32,No,Research & Development,Life Sciences,1235,Research Scientist,3,4998,Yes,8
36,No,Research & Development,Technical Degree,1237,Manufacturing Director,1,10252,Yes,7
33,No,Research & Development,Medical,1238,Research Scientist,4,2781,No,14
40,No,Sales,Technical Degree,1239,Sales Executive,2,6852,No,5
25,No,Sales,Life Sciences,1240,Sales Executive,4,4950,No,4
30,No,Research & Development,Medical,1241,Research Scientist,2,3579,Yes,11
42,No,Research & Development,Medical,1242,Research Director,1,13191,Yes,1
35,No,Sales,Marketing,1243,Sales Executive,4,10377,Yes,13
27,No,Research & Development,Life Sciences,1244,Research Scientist,1,2235,Yes,9
54,No,Research & Development,Life Sciences,1245,Manufacturing Director,3,10502,No,5
44,No,Research & Development,Life Sciences,1246,Research Scientist,4,2011,No,10
19,Yes,Research & Development,Medical,1248,Research Scientist,2,1859,Yes,1
29,No,Research & Development,Life Sciences,1249,Research Scientist,4,3760,No,3
54,No,Research & Development,Life Sciences,1250,Research Director,4,17779,No,10
31,No,Research & Development,Medical,1251,Healthcare Representative,1,6833,Yes,6
31,No,Research & Development,Medical,1252,Healthcare Representative,1,6812,No,10
59,No,Sales,Life Sciences,1254,Sales Executive,4,5171,No,6
43,No,Research & Development,Life Sciences,1255,Research Director,4,19740,No,8
49,No,Research & Development,Medical,1256,Manager,3,18711,No,1
36,No,Research & Development,Technical Degree,1257,Research Scientist,2,3692,No,11
48,No,Research & Development,Technical Degree,1258,Laboratory Technician,2,2559,No,1
27,No,Research & Development,Life Sciences,1259,Research Scientist,3,2517,No,5
29,No,Research & Development,Life Sciences,1260,Healthcare Representative,4,6623,Yes,6
48,No,Research & Development,Life Sciences,1263,Research Director,4,18265,No,1
29,No,Research & Development,Life Sciences,1264,Research Director,4,16124,No,7
34,No,Research & Development,Technical Degree,1265,Research Scientist,3,2585,No,1
44,No,Sales,Marketing,1267,Manager,2,18213,No,22
33,No,Sales,Marketing,1268,Sales Executive,3,8380,Yes,9
19,No,Research & Development,Life Sciences,1269,Research Scientist,4,2994,Yes,1
23,No,Research & Development,Life Sciences,1270,Research Scientist,3,1223,No,1
25,Yes,Sales,Life Sciences,1273,Sales Representative,4,1118,Yes,1
26,No,Research & Development,Life Sciences,1275,Research Scientist,4,2875,Yes,8
45,Yes,Sales,Marketing,1277,Manager,2,18824,Yes,24
55,No,Research & Development,Medical,1278,Healthcare Representative,2,13577,Yes,33
21,Yes,Research & Development,Life Sciences,1279,Laboratory Technician,3,2625,No,2
46,No,Sales,Marketing,1280,Manager,2,18789,No,11
34,No,Sales,Marketing,1281,Sales Executive,1,4538,Yes,3
51,No,Sales,Life Sciences,1282,Manager,2,19847,Yes,29
59,No,Research & Development,Medical,1283,Manufacturing Director,4,10512,No,9
34,No,Research & Development,Medical,1285,Laboratory Technician,2,4444,No,11
28,No,Research & Development,Medical,1286,Laboratory Technician,3,2154,Yes,4
44,No,Research & Development,Life Sciences,1288,Manager,1,19190,No,25
34,No,Human Resources,Life Sciences,1289,Human Resources,2,4490,No,10
35,No,Research & Development,Life Sciences,1291,Research Scientist,3,3506,Yes,3
42,No,Research & Development,Medical,1292,Research Scientist,2,2372,Yes,1
43,No,Sales,Marketing,1293,Sales Executive,4,10231,No,21
36,No,Research & Development,Life Sciences,1294,Manufacturing Director,2,5410,Yes,16
44,Yes,Research & Development,Medical,1295,Healthcare Representative,4,7978,No,10
28,No,Research & Development,Life Sciences,1296,Laboratory Technician,4,3867,Yes,2
51,No,Research & Development,Medical,1297,Laboratory Technician,3,2838,No,7
30,No,Research & Development,Medical,1298,Manufacturing Director,3,4695,Yes,8
29,Yes,Research & Development,Technical Degree,1299,Laboratory Technician,3,3339,Yes,7
28,No,Research & Development,Technical Degree,1301,Research Scientist,1,2080,No,3
25,No,Research & Development,Medical,1303,Research Scientist,2,2096,No,2
32,No,Sales,Medical,1304,Sales Executive,4,6209,No,10
45,No,Research & Development,Medical,1306,Manager,2,18061,No,0
39,No,Research & Development,Medical,1307,Manager,2,17123,Yes,19
58,No,Research & Development,Life Sciences,1308,Research Scientist,3,2372,No,2
32,Yes,Research & Development,Life Sciences,1309,Laboratory Technician,3,4883,No,10
39,Yes,Research & Development,Medical,1310,Research Scientist,1,3904,No,5
30,No,Research & Development,Technical Degree,1311,Laboratory Technician,4,4627,No,9
36,No,Research & Development,Technical Degree,1312,Healthcare Representative,3,7094,No,7
46,No,Human Resources,Life Sciences,1314,Human Resources,1,3423,No,7
28,No,Research & Development,Life Sciences,1315,Laboratory Technician,4,6674,No,9
50,No,Research & Development,Life Sciences,1317,Research Director,1,16880,Yes,3
40,Yes,Sales,Marketing,1318,Sales Executive,2,9094,Yes,5
52,Yes,Sales,Life Sciences,1319,Sales Executive,2,8446,Yes,8
30,No,Research & Development,Medical,1321,Manager,1,11916,Yes,9
39,No,Research & Development,Life Sciences,1322,Manufacturing Director,3,4534,No,8
31,No,Sales,Life Sciences,1324,Sales Executive,3,9852,Yes,10
41,No,Sales,Medical,1329,Sales Executive,2,6151,No,19
31,Yes,Sales,Life Sciences,1331,Sales Representative,2,2302,Yes,3
44,Yes,Research & Development,Life Sciences,1333,Laboratory Technician,1,2362,No,3
42,No,Research & Development,Life Sciences,1334,Manager,3,17861,Yes,20
55,No,Research & Development,Medical,1336,Manager,3,19187,No,19
56,No,Human Resources,Life Sciences,1338,Manager,2,19717,No,7
40,No,Research & Development,Life Sciences,1340,Research Scientist,3,3544,No,4
34,No,Research & Development,Life Sciences,1344,Healthcare Representative,4,8500,No,9
40,No,Research & Development,Life Sciences,1346,Research Scientist,4,4661,No,9
41,No,Sales,Marketing,1349,Sales Executive,1,4103,No,9
35,No,Research & Development,Life Sciences,1350,Research Scientist,3,4249,Yes,9
51,No,Human Resources,Life Sciences,1352,Manager,2,14026,Yes,33
38,No,Sales,Life Sciences,1355,Sales Executive,1,6893,No,7
34,No,Sales,Medical,1356,Sales Executive,1,6125,No,10
25,No,Research & Development,Medical,1358,Laboratory Technician,4,3669,No,3
58,Yes,Research & Development,Medical,1360,Manufacturing Director,1,10008,Yes,10
40,No,Research & Development,Life Sciences,1361,Laboratory Technician,2,2387,No,4
36,No,Sales,Marketing,1362,Sales Executive,1,4639,No,15
48,No,Research & Development,Life Sciences,1363,Manufacturing Director,4,7898,No,10
27,No,Sales,Medical,1364,Sales Representative,4,2534,No,1
51,No,Research & Development,Technical Degree,1367,Manufacturing Director,2,13142,No,5
18,No,Research & Development,Life Sciences,1368,Laboratory Technician,4,1611,No,0
35,No,Research & Development,Medical,1369,Laboratory Technician,4,5363,No,9
27,No,Sales,Life Sciences,1371,Sales Executive,4,5071,No,6
55,Yes,Sales,Marketing,1372,Sales Executive,3,13695,Yes,19
56,No,Research & Development,Life Sciences,1373,Manufacturing Director,2,13402,Yes,19
34,No,Research & Development,Technical Degree,1374,Research Scientist,3,2029,No,5
40,No,Research & Development,Medical,1375,Healthcare Representative,3,6377,No,12
34,No,Research & Development,Medical,1377,Laboratory Technician,3,5429,No,8
31,Yes,Sales,Life Sciences,1379,Sales Representative,4,2785,No,1
35,Yes,Sales,Marketing,1380,Sales Executive,3,4614,Yes,4
38,No,Research & Development,Life Sciences,1382,Research Scientist,3,2610,No,4
34,No,Research & Development,Technical Degree,1383,Healthcare Representative,4,6687,No,14
28,No,Sales,Life Sciences,1387,Sales Executive,1,4724,No,5
31,Yes,Research & Development,Medical,1389,Manufacturing Director,3,6179,Yes,10
39,No,Sales,Life Sciences,1390,Sales Executive,4,6120,Yes,5
51,No,Sales,Marketing,1391,Sales Executive,2,10596,No,4
41,No,Research & Development,Life Sciences,1392,Research Scientist,4,5467,Yes,6
37,No,Research & Development,Life Sciences,1394,Research Scientist,3,2996,Yes,6
33,No,Sales,Life Sciences,1395,Sales Executive,4,9998,No,5
32,No,Sales,Marketing,1396,Sales Executive,2,4078,Yes,3
39,No,Research & Development,Life Sciences,1397,Healthcare Representative,3,10920,No,6
25,No,Sales,Life Sciences,1399,Sales Executive,3,6232,No,3
52,No,Research & Development,Medical,1401,Manufacturing Director,3,13247,Yes,5
43,No,Research & Development,Medical,1402,Research Scientist,3,4081,Yes,20
27,No,Sales,Marketing,1403,Sales Executive,4,5769,Yes,6
27,Yes,Research & Development,Life Sciences,1405,Research Scientist,3,2394,Yes,8
26,No,Research & Development,Medical,1407,Research Scientist,4,3904,No,4
42,No,Human Resources,Human Resources,1408,Manager,1,16799,No,20
52,No,Research & Development,Other,1409,Laboratory Technician,1,2950,No,5
37,No,Research & Development,Medical,1411,Laboratory Technician,3,3629,No,3
35,No,Research & Development,Life Sciences,1412,Manufacturing Director,4,9362,No,2
25,No,Research & Development,Technical Degree,1415,Laboratory Technician,4,3229,No,3
26,No,Research & Development,Other,1417,Laboratory Technician,1,3578,No,7
29,No,Human Resources,Other,1419,Human Resources,1,7988,No,10
49,Yes,Research & Development,Life Sciences,1420,Laboratory Technician,1,4284,No,4
29,Yes,Research & Development,Other,1421,Healthcare Representative,4,7553,Yes,8
54,No,Research & Development,Medical,1422,Research Director,4,17328,No,20
58,No,Research & Development,Medical,1423,Research Director,1,19701,Yes,9
55,No,Research & Development,Medical,1424,Research Director,4,14732,No,7
36,No,Sales,Marketing,1425,Sales Executive,2,9278,Yes,5
31,Yes,Sales,Life Sciences,1427,Sales Representative,3,1359,No,1
30,No,Sales,Marketing,1428,Sales Executive,1,4779,No,3
31,No,Research & Development,Life Sciences,1430,Research Director,2,16422,No,3
34,No,Research & Development,Other,1431,Research Scientist,1,2996,No,4
31,Yes,Research & Development,Life Sciences,1433,Research Scientist,2,1261,No,1
27,No,Research & Development,Life Sciences,1434,Laboratory Technician,1,2099,No,5
36,No,Research & Development,Life Sciences,1435,Laboratory Technician,4,5810,No,10
36,No,Sales,Marketing,1436,Sales Executive,1,5647,No,3
47,No,Research & Development,Technical Degree,1438,Research Scientist,4,3420,No,6
25,Yes,Sales,Life Sciences,1439,Sales Representative,1,4400,No,3
37,No,Research & Development,Technical Degree,1440,Laboratory Technician,3,3500,No,6
56,No,Research & Development,Life Sciences,1441,Research Scientist,1,2066,No,3
47,No,Research & Development,Medical,1443,Research Director,3,17169,No,20
24,No,Sales,Medical,1445,Sales Executive,3,4162,Yes,5
32,No,Sales,Marketing,1446,Sales Executive,4,9204,No,4
34,No,Research & Development,Life Sciences,1447,Laboratory Technician,2,3294,No,5
41,No,Research & Development,Medical,1448,Research Scientist,3,2127,Yes,4
40,No,Research & Development,Other,1449,Laboratory Technician,3,3975,No,8
31,No,Sales,Life Sciences,1453,Sales Executive,4,10793,No,13
46,Yes,Sales,Marketing,1457,Sales Executive,4,10096,No,7
39,Yes,Research & Development,Life Sciences,1458,Laboratory Technician,1,3646,Yes,1
31,Yes,Research & Development,Life Sciences,1459,Manufacturing Director,2,7446,No,10
45,No,Research & Development,Medical,1460,Healthcare Representative,1,10851,Yes,7
31,No,Human Resources,Medical,1461,Human Resources,2,2109,No,3
31,Yes,Research & Development,Life Sciences,1464,Laboratory Technician,4,3722,Yes,2
45,No,Research & Development,Technical Degree,1465,Manufacturing Director,4,9380,Yes,3
48,No,Sales,Marketing,1466,Sales Executive,1,5486,No,2
34,Yes,Human Resources,Technical Degree,1467,Human Resources,3,2742,No,2
40,No,Research & Development,Medical,1468,Research Director,2,13757,No,9
28,No,Sales,Medical,1469,Sales Executive,1,8463,No,5
44,No,Research & Development,Life Sciences,1471,Laboratory Technician,3,3162,No,5
53,No,Research & Development,Medical,1472,Research Director,2,16598,No,9
49,No,Research & Development,Technical Degree,1473,Healthcare Representative,3,6651,No,3
40,No,Research & Development,Medical,1474,Research Scientist,3,2345,No,3
44,No,Research & Development,Life Sciences,1475,Research Scientist,2,3420,No,5
33,No,Sales,Medical,1477,Sales Executive,1,4373,No,4
34,No,Sales,Other,1478,Sales Executive,1,4759,No,13
30,No,Sales,Life Sciences,1479,Sales Executive,3,5301,No,2
42,No,Research & Development,Medical,1480,Laboratory Technician,4,3673,No,12
44,No,Sales,Marketing,1481,Sales Executive,3,4768,No,1
30,No,Research & Development,Technical Degree,1482,Research Scientist,3,1274,No,1
57,No,Research & Development,Life Sciences,1483,Research Scientist,3,4900,No,12
49,No,Research & Development,Life Sciences,1484,Healthcare Representative,2,10466,No,8
34,No,Research & Development,Medical,1485,Research Director,1,17007,No,14
28,Yes,Sales,Technical Degree,1486,Sales Representative,3,2909,No,3
29,Yes,Sales,Technical Degree,1487,Sales Executive,2,5765,No,5
34,Yes,Sales,Medical,1489,Sales Executive,2,4599,Yes,15
35,No,Sales,Life Sciences,1492,Sales Representative,3,2404,No,1
24,Yes,Research & Development,Medical,1494,Laboratory Technician,1,3172,Yes,0
24,No,Sales,Life Sciences,1495,Sales Representative,2,2033,No,1
44,No,Research & Development,Medical,1496,Manufacturing Director,3,10209,Yes,2
29,No,Sales,Life Sciences,1497,Sales Executive,3,8620,No,10
30,No,Human Resources,Life Sciences,1499,Human Resources,3,2064,No,5
55,No,Research & Development,Life Sciences,1501,Healthcare Representative,3,4035,Yes,3
33,No,Research & Development,Medical,1502,Laboratory Technician,2,3838,No,5
47,No,Sales,Medical,1503,Sales Executive,3,4591,Yes,5
28,Yes,Research & Development,Medical,1504,Laboratory Technician,1,2561,No,0
28,No,Research & Development,Life Sciences,1506,Research Scientist,3,1563,No,1
28,No,Sales,Life Sciences,1507,Sales Executive,1,4898,No,4
49,No,Research & Development,Medical,1509,Laboratory Technician,1,4789,No,3
29,No,Research & Development,Life Sciences,1513,Laboratory Technician,2,3180,No,3
28,No,Research & Development,Life Sciences,1514,Manufacturing Director,2,6549,No,8
33,No,Research & Development,Life Sciences,1515,Healthcare Representative,3,6388,Yes,0
32,No,Research & Development,Medical,1516,Manager,4,11244,No,5
54,No,Research & Development,Medical,1520,Manager,4,16032,No,14
29,Yes,Research & Development,Technical Degree,1522,Research Scientist,1,2362,No,9
44,No,Research & Development,Life Sciences,1523,Research Director,1,16328,No,20
39,No,Research & Development,Life Sciences,1525,Manufacturing Director,2,8376,No,2
46,No,Sales,Life Sciences,1527,Manager,2,16606,No,13
35,No,Research & Development,Life Sciences,1529,Healthcare Representative,2,8606,No,11
23,No,Research & Development,Life Sciences,1533,Laboratory Technician,3,2272,No,4
40,Yes,Research & Development,Life Sciences,1534,Laboratory Technician,1,2018,No,5
34,No,Sales,Technical Degree,1535,Sales Executive,3,7083,Yes,10
31,Yes,Research & Development,Life Sciences,1537,Research Scientist,3,4084,No,7
50,No,Research & Development,Medical,1539,Research Director,4,14411,Yes,32
34,No,Sales,Technical Degree,1541,Sales Representative,3,2308,Yes,11
42,No,Research & Development,Medical,1542,Laboratory Technician,2,4841,No,1
37,No,Research & Development,Medical,1543,Research Scientist,4,4285,No,10
29,No,Research & Development,Other,1544,Healthcare Representative,1,9715,No,7
33,No,Research & Development,Life Sciences,1545,Manufacturing Director,2,4320,No,5
45,No,Research & Development,Technical Degree,1546,Research Scientist,4,2132,No,5
42,No,Research & Development,Life Sciences,1547,Healthcare Representative,4,10124,Yes,20
40,No,Sales,Medical,1548,Sales Executive,1,5473,No,8
33,No,Research & Development,Life Sciences,1549,Laboratory Technician,3,5207,Yes,15
40,No,Human Resources,Medical,1550,Manager,4,16437,Yes,21
24,No,Research & Development,Technical Degree,1551,Laboratory Technician,1,2296,No,1
40,No,Research & Development,Life Sciences,1552,Healthcare Representative,4,4069,Yes,2
45,No,Research & Development,Technical Degree,1553,Healthcare Representative,2,7441,No,10
35,No,Sales,Life Sciences,1554,Sales Representative,3,2430,No,5
32,No,Research & Development,Life Sciences,1555,Research Scientist,2,5878,No,7
36,No,Sales,Life Sciences,1556,Sales Representative,4,2644,Yes,3
48,No,Sales,Life Sciences,1557,Sales Executive,3,6439,No,8
29,No,Research & Development,Life Sciences,1558,Research Scientist,3,2451,No,1
33,No,Sales,Life Sciences,1560,Sales Executive,1,6392,No,2
30,Yes,Sales,Life Sciences,1562,Sales Executive,1,9714,No,10
38,No,Human Resources,Human Resources,1563,Human Resources,3,6077,No,6
35,No,Research & Development,Medical,1564,Laboratory Technician,1,2450,No,3
30,No,Sales,Technical Degree,1568,Sales Executive,2,9250,No,4
35,Yes,Research & Development,Life Sciences,1569,Laboratory Technician,1,2074,Yes,1
53,Yes,Research & Development,Technical Degree,1572,Manufacturing Director,4,10169,No,33
38,Yes,Research & Development,Medical,1573,Manufacturing Director,2,4855,No,5
32,No,Research & Development,Technical Degree,1574,Research Scientist,1,4087,No,6
48,No,Research & Development,Other,1576,Research Scientist,1,2367,No,8
34,No,Research & Development,Medical,1577,Research Scientist,4,2972,No,1
55,No,Sales,Marketing,1578,Manager,4,19586,No,36
34,No,Research & Development,Life Sciences,1580,Research Scientist,4,5484,No,2
26,No,Research & Development,Life Sciences,1581,Research Scientist,4,2061,No,1
38,No,Sales,Life Sciences,1582,Sales Executive,2,9924,No,9
38,No,Sales,Life Sciences,1583,Sales Executive,2,4198,No,3
36,No,Sales,Life Sciences,1585,Sales Executive,3,6815,No,1
29,No,Research & Development,Medical,1586,Laboratory Technician,1,4723,Yes,10
35,No,Research & Development,Medical,1587,Healthcare Representative,3,6142,Yes,5
39,No,Sales,Medical,1588,Sales Executive,3,8237,No,7
29,No,Research & Development,Life Sciences,1590,Healthcare Representative,4,8853,No,6
50,No,Sales,Marketing,1591,Manager,3,19331,Yes,1
23,No,Research & Development,Technical Degree,1592,Research Scientist,3,2073,No,2
36,No,Research & Development,Life Sciences,1594,Laboratory Technician,1,5562,Yes,3
42,No,Research & Development,Other,1595,Manager,4,19613,No,1
35,No,Research & Development,Life Sciences,1596,Laboratory Technician,3,3407,No,10
34,No,Research & Development,Technical Degree,1597,Healthcare Representative,3,5063,No,8
40,No,Sales,Life Sciences,1598,Sales Executive,1,4639,No,5
43,No,Research & Development,Technical Degree,1599,Laboratory Technician,2,4876,No,6
35,No,Research & Development,Life Sciences,1601,Laboratory Technician,4,2690,No,1
46,No,Sales,Life Sciences,1602,Manager,1,17567,No,26
28,Yes,Research & Development,Medical,1604,Laboratory Technician,2,2408,Yes,1
22,No,Research & Development,Other,1605,Research Scientist,3,2814,Yes,4
50,No,Research & Development,Medical,1606,Healthcare Representative,3,11245,Yes,30
32,No,Research & Development,Other,1607,Research Scientist,4,3312,No,3
44,No,Research & Development,Medical,1608,Research Director,4,19049,Yes,22
30,No,Research & Development,Medical,1609,Research Scientist,2,2141,No,6
45,No,Research & Development,Medical,1611,Laboratory Technician,1,5769,Yes,10
45,No,Sales,Marketing,1612,Sales Executive,1,4385,No,10
31,No,Sales,Other,1613,Sales Executive,1,5332,No,5
36,No,Research & Development,Life Sciences,1614,Manufacturing Director,3,4663,Yes,3
34,No,Research & Development,Life Sciences,1615,Manufacturing Director,4,4724,No,9
49,No,Research & Development,Life Sciences,1617,Laboratory Technician,1,3211,No,9
39,No,Research & Development,Medical,1618,Manufacturing Director,1,5377,No,7
27,No,Research & Development,Other,1619,Laboratory Technician,1,4066,No,7
35,No,Research & Development,Life Sciences,1621,Research Scientist,1,5208,No,16
28,No,Research & Development,Medical,1622,Manufacturing Director,1,4877,No,5
21,No,Research & Development,Medical,1623,Research Scientist,4,3117,No,2
18,Yes,Sales,Medical,1624,Sales Representative,4,1569,Yes,0
47,No,Human Resources,Life Sciences,1625,Manager,3,19658,No,5
39,No,Research & Development,Medical,1627,Laboratory Technician,3,3069,No,10
40,No,Research & Development,Life Sciences,1628,Manufacturing Director,3,10435,No,18
35,No,Research & Development,Life Sciences,1630,Healthcare Representative,3,4148,No,14
37,No,Research & Development,Life Sciences,1631,Manufacturing Director,3,5768,No,4
39,No,Research & Development,Medical,1633,Manufacturing Director,3,5042,No,9
45,No,Research & Development,Other,1635,Manufacturing Director,4,5770,No,10
38,No,Research & Development,Medical,1638,Manufacturing Director,3,7756,Yes,5
35,Yes,Sales,Medical,1639,Sales Executive,1,10306,No,13
37,No,Research & Development,Medical,1640,Research Scientist,2,3936,No,8
40,No,Research & Development,Life Sciences,1641,Manufacturing Director,4,7945,Yes,4
44,No,Human Resources,Human Resources,1642,Human Resources,4,5743,Yes,10
48,No,Research & Development,Medical,1644,Manager,4,15202,No,2
35,Yes,Sales,Medical,1645,Sales Executive,4,5440,Yes,2
24,No,Research & Development,Technical Degree,1646,Research Scientist,4,3760,Yes,6
27,No,Research & Development,Medical,1647,Research Scientist,3,3517,No,3
27,No,Research & Development,Medical,1648,Research Scientist,4,2580,No,4
40,Yes,Research & Development,Life Sciences,1649,Laboratory Technician,1,2166,Yes,4
29,No,Sales,Medical,1650,Sales Executive,3,5869,No,5
36,No,Research & Development,Life Sciences,1651,Healthcare Representative,1,8008,No,3
25,No,Research & Development,Life Sciences,1653,Manufacturing Director,3,5206,No,7
39,No,Research & Development,Medical,1654,Manufacturing Director,2,5295,No,5
49,No,Research & Development,Other,1655,Research Director,2,16413,No,4
50,No,Research & Development,Life Sciences,1656,Research Director,1,13269,No,14
20,No,Sales,Medical,1657,Sales Representative,3,2783,No,2
34,No,Research & Development,Life Sciences,1658,Research Scientist,2,5433,No,11
36,No,Research & Development,Life Sciences,1659,Laboratory Technician,2,2013,No,4
49,No,Research & Development,Life Sciences,1661,Healthcare Representative,3,13966,Yes,15
36,No,Research & Development,Medical,1662,Manufacturing Director,3,4374,No,3
36,No,Research & Development,Life Sciences,1664,Healthcare Representative,1,6842,No,5
54,No,Research & Development,Medical,1665,Manager,3,17426,No,10
43,No,Research & Development,Life Sciences,1666,Research Director,3,17603,No,14
35,Yes,Sales,Other,1667,Sales Executive,4,4581,Yes,11
38,No,Research & Development,Life Sciences,1668,Research Scientist,4,4735,No,13
29,No,Sales,Medical,1669,Sales Executive,2,4187,Yes,10
33,No,Sales,Medical,1670,Sales Executive,4,5505,No,6
32,No,Research & Development,Medical,1671,Research Scientist,2,5470,No,9
31,No,Sales,Life Sciences,1673,Sales Executive,4,5476,No,10
49,No,Research & Development,Medical,1674,Laboratory Technician,1,2587,Yes,2
38,No,Research & Development,Medical,1675,Laboratory Technician,2,2440,No,4
47,No,Sales,Life Sciences,1676,Manager,2,15972,No,3
49,No,Research & Development,Life Sciences,1677,Manager,3,15379,No,8
41,No,Sales,Life Sciences,1678,Sales Executive,3,7082,Yes,2
20,No,Sales,Life Sciences,1680,Sales Representative,1,2728,No,2
33,No,Sales,Life Sciences,1681,Sales Executive,4,5368,Yes,6
36,No,Research & Development,Life Sciences,1682,Healthcare Representative,3,5347,No,3
44,No,Human Resources,Life Sciences,1683,Human Resources,4,3195,Yes,2
23,Yes,Research & Development,Medical,1684,Laboratory Technician,3,3989,Yes,5
38,No,Research & Development,Medical,1687,Laboratory Technician,3,3306,No,0
